siteid,date,pub_hol,sch_hol,hr,nobs,state
104861,2014-12-24,NA,1,14,15,Vic
104861,2014-12-24,NA,1,15,79,Vic
104861,2014-12-24,NA,1,16,86,Vic
104861,2014-12-24,NA,1,17,61,Vic
104861,2014-12-24,NA,1,18,44,Vic
104861,2014-12-24,NA,1,19,26,Vic
104861,2014-12-24,NA,1,20,16,Vic
104861,2014-12-24,NA,1,21,17,Vic
104861,2014-12-24,NA,1,22,14,Vic
104861,2014-12-24,NA,1,23,9,Vic
104861,2014-12-25,NA,1,0,5,Vic
104861,2014-12-25,NA,1,1,11,Vic
104861,2014-12-25,NA,1,2,1,Vic
104861,2014-12-25,NA,1,3,4,Vic
104861,2014-12-25,NA,1,4,4,Vic
104861,2014-12-25,NA,1,6,2,Vic
104861,2014-12-25,NA,1,7,6,Vic
104861,2014-12-25,NA,1,8,2,Vic
104861,2014-12-25,NA,1,9,5,Vic
104861,2014-12-25,NA,1,10,5,Vic
104861,2014-12-25,NA,1,11,7,Vic
104861,2014-12-25,NA,1,12,8,Vic
104861,2014-12-25,NA,1,13,1,Vic
104861,2014-12-25,NA,1,14,4,Vic
104861,2014-12-25,NA,1,15,7,Vic
104861,2014-12-25,NA,1,16,14,Vic
104861,2014-12-25,NA,1,17,6,Vic
104861,2014-12-25,NA,1,18,8,Vic
104861,2014-12-25,NA,1,19,11,Vic
104861,2014-12-25,NA,1,20,14,Vic
104861,2014-12-25,NA,1,21,7,Vic
104861,2014-12-25,NA,1,22,4,Vic
104861,2014-12-25,NA,1,23,4,Vic
104861,2014-12-26,NA,1,0,6,Vic
104861,2014-12-26,NA,1,1,3,Vic
104861,2014-12-26,NA,1,2,3,Vic
104861,2014-12-26,NA,1,3,1,Vic
104861,2014-12-26,NA,1,4,3,Vic
104861,2014-12-26,NA,1,6,1,Vic
104861,2014-12-26,NA,1,7,4,Vic
104861,2014-12-26,NA,1,8,9,Vic
104861,2014-12-26,NA,1,9,8,Vic
104861,2014-12-26,NA,1,10,10,Vic
104861,2014-12-26,NA,1,11,10,Vic
104861,2014-12-26,NA,1,12,7,Vic
104861,2014-12-26,NA,1,13,9,Vic
104861,2014-12-26,NA,1,14,9,Vic
104861,2014-12-26,NA,1,15,17,Vic
104861,2014-12-26,NA,1,16,24,Vic
104861,2014-12-26,NA,1,17,25,Vic
104861,2014-12-26,NA,1,18,22,Vic
104861,2014-12-26,NA,1,19,26,Vic
104861,2014-12-26,NA,1,20,19,Vic
104861,2014-12-26,NA,1,21,14,Vic
104861,2014-12-26,NA,1,22,11,Vic
104861,2014-12-26,NA,1,23,3,Vic
104861,2014-12-27,NA,1,0,10,Vic
104861,2014-12-27,NA,1,1,3,Vic
104861,2014-12-27,NA,1,2,3,Vic
104861,2014-12-27,NA,1,3,1,Vic
