siteid,date,pub_hol,sch_hol,hr,nobs,state
51476,2013-06-17,NA,NA,4,3,WA
51476,2013-06-17,NA,NA,5,10,WA
51476,2013-06-17,NA,NA,6,64,WA
51476,2013-06-17,NA,NA,7,165,WA
51476,2013-06-17,NA,NA,8,158,WA
51476,2013-06-17,NA,NA,9,20,WA
51476,2013-06-17,NA,NA,10,11,WA
51476,2013-06-17,NA,NA,11,6,WA
51476,2013-06-17,NA,NA,12,8,WA
51476,2013-06-17,NA,NA,13,13,WA
51476,2013-06-17,NA,NA,14,17,WA
51476,2013-06-17,NA,NA,15,41,WA
51476,2013-06-17,NA,NA,16,126,WA
51476,2013-06-17,NA,NA,17,179,WA
51476,2013-06-17,NA,NA,18,67,WA
51476,2013-06-17,NA,NA,19,15,WA
51476,2013-06-17,NA,NA,20,8,WA
51476,2013-06-17,NA,NA,21,7,WA
51476,2013-06-17,NA,NA,22,4,WA
51476,2013-06-17,NA,NA,23,3,WA
51476,2013-06-18,NA,NA,4,3,WA
51476,2013-06-18,NA,NA,5,20,WA
51476,2013-06-18,NA,NA,6,83,WA
51476,2013-06-18,NA,NA,7,196,WA
51476,2013-06-18,NA,NA,8,152,WA
51476,2013-06-18,NA,NA,9,31,WA
51476,2013-06-18,NA,NA,10,14,WA
51476,2013-06-18,NA,NA,11,12,WA
51476,2013-06-18,NA,NA,12,15,WA
51476,2013-06-18,NA,NA,13,16,WA
51476,2013-06-18,NA,NA,14,17,WA
51476,2013-06-18,NA,NA,15,39,WA
51476,2013-06-18,NA,NA,16,128,WA
51476,2013-06-18,NA,NA,17,233,WA
51476,2013-06-18,NA,NA,18,66,WA
51476,2013-06-18,NA,NA,19,18,WA
51476,2013-06-18,NA,NA,20,8,WA
51476,2013-06-18,NA,NA,21,8,WA
51476,2013-06-18,NA,NA,22,7,WA
51476,2013-06-18,NA,NA,23,12,WA
51476,2013-06-19,NA,NA,1,2,WA
51476,2013-06-19,NA,NA,4,2,WA
51476,2013-06-19,NA,NA,5,18,WA
51476,2013-06-19,NA,NA,6,97,WA
