siteid,date,pub_hol,sch_hol,hr,nobs,state
50126,2014-01-01,1,1,0,12,WA
50126,2014-01-01,1,1,1,6,WA
50126,2014-01-01,1,1,2,3,WA
50126,2014-01-01,1,1,3,4,WA
50126,2014-01-01,1,1,4,3,WA
50126,2014-01-01,1,1,5,14,WA
50126,2014-01-01,1,1,6,69,WA
50126,2014-01-01,1,1,7,78,WA
50126,2014-01-01,1,1,8,84,WA
50126,2014-01-01,1,1,9,110,WA
50126,2014-01-01,1,1,10,78,WA
50126,2014-01-01,1,1,11,77,WA
50126,2014-01-01,1,1,12,74,WA
50126,2014-01-01,1,1,13,29,WA
50126,2014-01-01,1,1,14,24,WA
50126,2014-01-01,1,1,15,30,WA
50126,2014-01-01,1,1,16,58,WA
50126,2014-01-01,1,1,17,39,WA
50126,2014-01-01,1,1,18,41,WA
50126,2014-01-01,1,1,19,24,WA
50126,2014-01-01,1,1,20,4,WA
50126,2014-01-01,1,1,21,5,WA
50126,2014-01-01,1,1,22,2,WA
50126,2014-01-01,1,1,23,5,WA
50126,2014-01-02,NA,1,0,1,WA
50126,2014-01-02,NA,1,4,5,WA
50126,2014-01-02,NA,1,5,38,WA
50126,2014-01-02,NA,1,6,98,WA
50126,2014-01-02,NA,1,7,150,WA
50126,2014-01-02,NA,1,8,129,WA
50126,2014-01-02,NA,1,9,78,WA
50126,2014-01-02,NA,1,10,103,WA
50126,2014-01-02,NA,1,11,80,WA
50126,2014-01-02,NA,1,12,44,WA
50126,2014-01-02,NA,1,13,28,WA
50126,2014-01-02,NA,1,14,27,WA
50126,2014-01-02,NA,1,15,70,WA
50126,2014-01-02,NA,1,16,86,WA
50126,2014-01-02,NA,1,17,104,WA
50126,2014-01-02,NA,1,18,60,WA
50126,2014-01-02,NA,1,19,13,WA
50126,2014-01-02,NA,1,20,15,WA
50126,2014-01-02,NA,1,21,3,WA
50126,2014-01-02,NA,1,22,4,WA
50126,2014-01-02,NA,1,23,6,WA
50126,2014-01-03,NA,1,0,3,WA
50126,2014-01-03,NA,1,1,2,WA
50126,2014-01-03,NA,1,4,3,WA
50126,2014-01-03,NA,1,5,36,WA
50126,2014-01-03,NA,1,6,110,WA
50126,2014-01-03,NA,1,7,182,WA
50126,2014-01-03,NA,1,8,126,WA
50126,2014-01-03,NA,1,9,79,WA
50126,2014-01-03,NA,1,10,68,WA
50126,2014-01-03,NA,1,11,55,WA
50126,2014-01-03,NA,1,12,35,WA
50126,2014-01-03,NA,1,13,37,WA
50126,2014-01-03,NA,1,14,28,WA
50126,2014-01-03,NA,1,15,40,WA
50126,2014-01-03,NA,1,16,93,WA
50126,2014-01-03,NA,1,17,94,WA
50126,2014-01-03,NA,1,18,59,WA
50126,2014-01-03,NA,1,19,32,WA
50126,2014-01-03,NA,1,20,7,WA
50126,2014-01-03,NA,1,21,16,WA
50126,2014-01-03,NA,1,22,5,WA
50126,2014-01-03,NA,1,23,15,WA
50126,2014-01-04,NA,1,0,3,WA
50126,2014-01-04,NA,1,1,1,WA
50126,2014-01-04,NA,1,2,1,WA
50126,2014-01-04,NA,1,3,1,WA
50126,2014-01-04,NA,1,4,2,WA
50126,2014-01-04,NA,1,5,30,WA
50126,2014-01-04,NA,1,6,174,WA
50126,2014-01-04,NA,1,7,138,WA
50126,2014-01-04,NA,1,8,200,WA
50126,2014-01-04,NA,1,9,208,WA
50126,2014-01-04,NA,1,10,136,WA
50126,2014-01-04,NA,1,11,74,WA
50126,2014-01-04,NA,1,12,52,WA
50126,2014-01-04,NA,1,13,33,WA
50126,2014-01-04,NA,1,14,36,WA
50126,2014-01-04,NA,1,15,42,WA
50126,2014-01-04,NA,1,16,40,WA
50126,2014-01-04,NA,1,17,47,WA
50126,2014-01-04,NA,1,18,32,WA
50126,2014-01-04,NA,1,19,39,WA
50126,2014-01-04,NA,1,20,16,WA
50126,2014-01-04,NA,1,21,4,WA
50126,2014-01-04,NA,1,22,9,WA
50126,2014-01-04,NA,1,23,12,WA
50126,2014-01-05,NA,1,0,1,WA
50126,2014-01-05,NA,1,1,4,WA
50126,2014-01-05,NA,1,2,1,WA
50126,2014-01-05,NA,1,3,3,WA
50126,2014-01-05,NA,1,4,5,WA
50126,2014-01-05,NA,1,5,23,WA
50126,2014-01-05,NA,1,6,109,WA
50126,2014-01-05,NA,1,7,173,WA
50126,2014-01-05,NA,1,8,155,WA
50126,2014-01-05,NA,1,9,131,WA
50126,2014-01-05,NA,1,10,112,WA
50126,2014-01-05,NA,1,11,52,WA
50126,2014-01-05,NA,1,12,54,WA
50126,2014-01-05,NA,1,13,56,WA
50126,2014-01-05,NA,1,14,35,WA
50126,2014-01-05,NA,1,15,34,WA
50126,2014-01-05,NA,1,16,54,WA
50126,2014-01-05,NA,1,17,69,WA
50126,2014-01-05,NA,1,18,61,WA
50126,2014-01-05,NA,1,19,32,WA
50126,2014-01-05,NA,1,20,12,WA
50126,2014-01-05,NA,1,21,10,WA
50126,2014-01-05,NA,1,22,6,WA
50126,2014-01-05,NA,1,23,5,WA
50126,2014-01-06,NA,1,1,1,WA
50126,2014-01-06,NA,1,2,1,WA
50126,2014-01-06,NA,1,3,1,WA
50126,2014-01-06,NA,1,4,7,WA
50126,2014-01-06,NA,1,5,42,WA
50126,2014-01-06,NA,1,6,126,WA
50126,2014-01-06,NA,1,7,218,WA
50126,2014-01-06,NA,1,8,120,WA
50126,2014-01-06,NA,1,9,52,WA
50126,2014-01-06,NA,1,10,29,WA
50126,2014-01-06,NA,1,11,17,WA
50126,2014-01-06,NA,1,12,12,WA
50126,2014-01-06,NA,1,13,7,WA
50126,2014-01-06,NA,1,14,17,WA
50126,2014-01-06,NA,1,15,27,WA
50126,2014-01-06,NA,1,16,85,WA
50126,2014-01-06,NA,1,17,161,WA
50126,2014-01-06,NA,1,18,63,WA
50126,2014-01-06,NA,1,19,32,WA
50126,2014-01-06,NA,1,20,6,WA
50126,2014-01-06,NA,1,21,6,WA
50126,2014-01-06,NA,1,22,8,WA
50126,2014-01-07,NA,1,0,1,WA
50126,2014-01-07,NA,1,1,1,WA
50126,2014-01-07,NA,1,2,1,WA
50126,2014-01-07,NA,1,3,2,WA
50126,2014-01-07,NA,1,4,7,WA
50126,2014-01-07,NA,1,5,65,WA
50126,2014-01-07,NA,1,6,156,WA
50126,2014-01-07,NA,1,7,248,WA
50126,2014-01-07,NA,1,8,137,WA
50126,2014-01-07,NA,1,9,70,WA
50126,2014-01-07,NA,1,10,58,WA
50126,2014-01-07,NA,1,11,37,WA
50126,2014-01-07,NA,1,12,25,WA
50126,2014-01-07,NA,1,13,22,WA
50126,2014-01-07,NA,1,14,30,WA
50126,2014-01-07,NA,1,15,57,WA
50126,2014-01-07,NA,1,16,138,WA
50126,2014-01-07,NA,1,17,215,WA
50126,2014-01-07,NA,1,18,106,WA
50126,2014-01-07,NA,1,19,51,WA
50126,2014-01-07,NA,1,20,17,WA
50126,2014-01-07,NA,1,21,7,WA
50126,2014-01-07,NA,1,22,2,WA
50126,2014-01-07,NA,1,23,5,WA
50126,2014-01-08,NA,1,0,1,WA
50126,2014-01-08,NA,1,1,2,WA
50126,2014-01-08,NA,1,3,1,WA
50126,2014-01-08,NA,1,4,4,WA
50126,2014-01-08,NA,1,5,57,WA
50126,2014-01-08,NA,1,6,165,WA
50126,2014-01-08,NA,1,7,244,WA
50126,2014-01-08,NA,1,8,127,WA
50126,2014-01-08,NA,1,9,71,WA
50126,2014-01-08,NA,1,10,90,WA
50126,2014-01-08,NA,1,11,31,WA
50126,2014-01-08,NA,1,12,20,WA
50126,2014-01-08,NA,1,13,15,WA
50126,2014-01-08,NA,1,14,21,WA
50126,2014-01-08,NA,1,15,38,WA
50126,2014-01-08,NA,1,16,125,WA
50126,2014-01-08,NA,1,17,202,WA
50126,2014-01-08,NA,1,18,115,WA
50126,2014-01-08,NA,1,19,35,WA
50126,2014-01-08,NA,1,20,8,WA
50126,2014-01-08,NA,1,21,6,WA
50126,2014-01-08,NA,1,22,8,WA
50126,2014-01-08,NA,1,23,10,WA
50126,2014-01-09,NA,1,0,2,WA
50126,2014-01-09,NA,1,1,1,WA
50126,2014-01-09,NA,1,2,1,WA
50126,2014-01-09,NA,1,3,1,WA
50126,2014-01-09,NA,1,4,3,WA
50126,2014-01-09,NA,1,5,69,WA
50126,2014-01-09,NA,1,6,170,WA
50126,2014-01-09,NA,1,7,218,WA
50126,2014-01-09,NA,1,8,145,WA
50126,2014-01-09,NA,1,9,57,WA
