siteid,date,pub_hol,sch_hol,hr,nobs,state
51141,2012-07-31,NA,NA,4,2,WA
51141,2012-07-31,NA,NA,5,6,WA
51141,2012-07-31,NA,NA,6,8,WA
51141,2012-07-31,NA,NA,7,3,WA
51141,2012-07-31,NA,NA,8,3,WA
51141,2012-07-31,NA,NA,9,1,WA
51141,2012-07-31,NA,NA,10,4,WA
51141,2012-07-31,NA,NA,11,3,WA
51141,2012-07-31,NA,NA,12,3,WA
51141,2012-07-31,NA,NA,14,2,WA
51141,2012-07-31,NA,NA,15,1,WA
51141,2012-07-31,NA,NA,16,7,WA
51141,2012-07-31,NA,NA,17,9,WA
51141,2012-07-31,NA,NA,18,3,WA
51141,2012-07-31,NA,NA,19,1,WA
51141,2012-08-01,NA,NA,5,1,WA
51141,2012-08-01,NA,NA,6,9,WA
51141,2012-08-01,NA,NA,7,10,WA
51141,2012-08-01,NA,NA,8,5,WA
51141,2012-08-01,NA,NA,9,10,WA
51141,2012-08-01,NA,NA,10,3,WA
51141,2012-08-01,NA,NA,11,3,WA
51141,2012-08-01,NA,NA,13,1,WA
51141,2012-08-01,NA,NA,14,3,WA
51141,2012-08-01,NA,NA,15,3,WA
51141,2012-08-01,NA,NA,16,7,WA
51141,2012-08-01,NA,NA,17,7,WA
51141,2012-08-01,NA,NA,18,3,WA
51141,2012-08-01,NA,NA,19,2,WA
51141,2012-08-01,NA,NA,20,2,WA
51141,2012-08-02,NA,NA,5,1,WA
51141,2012-08-02,NA,NA,6,4,WA
51141,2012-08-02,NA,NA,7,8,WA
51141,2012-08-02,NA,NA,8,9,WA
51141,2012-08-02,NA,NA,9,6,WA
51141,2012-08-02,NA,NA,10,2,WA
51141,2012-08-02,NA,NA,11,4,WA
51141,2012-08-02,NA,NA,12,9,WA
51141,2012-08-02,NA,NA,13,4,WA
51141,2012-08-02,NA,NA,14,4,WA
51141,2012-08-02,NA,NA,15,2,WA
51141,2012-08-02,NA,NA,16,7,WA
51141,2012-08-02,NA,NA,17,8,WA
51141,2012-08-02,NA,NA,18,12,WA
51141,2012-08-02,NA,NA,19,1,WA
51141,2012-08-02,NA,NA,22,1,WA
51141,2012-08-03,NA,NA,3,1,WA
51141,2012-08-03,NA,NA,4,1,WA
51141,2012-08-03,NA,NA,5,4,WA
51141,2012-08-03,NA,NA,6,4,WA
51141,2012-08-03,NA,NA,7,10,WA
51141,2012-08-03,NA,NA,8,4,WA
51141,2012-08-03,NA,NA,9,7,WA
51141,2012-08-03,NA,NA,10,10,WA
51141,2012-08-03,NA,NA,11,12,WA
51141,2012-08-03,NA,NA,12,3,WA
51141,2012-08-03,NA,NA,13,2,WA
51141,2012-08-03,NA,NA,14,3,WA
51141,2012-08-03,NA,NA,15,10,WA
51141,2012-08-03,NA,NA,16,14,WA
51141,2012-08-03,NA,NA,17,7,WA
51141,2012-08-03,NA,NA,18,8,WA
51141,2012-08-03,NA,NA,19,5,WA
51141,2012-08-04,NA,NA,4,1,WA
51141,2012-08-04,NA,NA,5,1,WA
51141,2012-08-04,NA,NA,6,33,WA
51141,2012-08-04,NA,NA,7,23,WA
51141,2012-08-04,NA,NA,8,12,WA
51141,2012-08-04,NA,NA,9,9,WA
51141,2012-08-04,NA,NA,10,25,WA
51141,2012-08-04,NA,NA,11,35,WA
51141,2012-08-04,NA,NA,12,4,WA
51141,2012-08-04,NA,NA,13,8,WA
51141,2012-08-04,NA,NA,14,12,WA
51141,2012-08-04,NA,NA,15,6,WA
51141,2012-08-04,NA,NA,16,2,WA
51141,2012-08-04,NA,NA,17,9,WA
51141,2012-08-04,NA,NA,20,1,WA
51141,2012-08-04,NA,NA,21,1,WA
51141,2012-08-05,NA,NA,4,1,WA
51141,2012-08-05,NA,NA,6,2,WA
51141,2012-08-05,NA,NA,7,12,WA
51141,2012-08-05,NA,NA,8,19,WA
51141,2012-08-05,NA,NA,9,15,WA
51141,2012-08-05,NA,NA,10,15,WA
51141,2012-08-05,NA,NA,11,19,WA
51141,2012-08-05,NA,NA,12,14,WA
51141,2012-08-05,NA,NA,13,14,WA
51141,2012-08-05,NA,NA,14,12,WA
51141,2012-08-05,NA,NA,15,16,WA
51141,2012-08-05,NA,NA,16,18,WA
51141,2012-08-05,NA,NA,17,9,WA
51141,2012-08-06,NA,NA,5,5,WA
51141,2012-08-06,NA,NA,6,9,WA
51141,2012-08-06,NA,NA,7,9,WA
51141,2012-08-06,NA,NA,8,7,WA
51141,2012-08-06,NA,NA,9,7,WA
51141,2012-08-06,NA,NA,10,11,WA
51141,2012-08-06,NA,NA,11,7,WA
51141,2012-08-06,NA,NA,12,1,WA
51141,2012-08-06,NA,NA,13,2,WA
51141,2012-08-06,NA,NA,14,2,WA
51141,2012-08-06,NA,NA,15,3,WA
51141,2012-08-06,NA,NA,16,1,WA
51141,2012-08-06,NA,NA,17,8,WA
