siteid,date,pub_hol,sch_hol,hr,nobs,state
51626,2014-10-01,NA,1,5,4,WA
51626,2014-10-01,NA,1,6,29,WA
51626,2014-10-01,NA,1,7,41,WA
51626,2014-10-01,NA,1,8,56,WA
51626,2014-10-01,NA,1,9,63,WA
51626,2014-10-01,NA,1,10,91,WA
51626,2014-10-01,NA,1,11,72,WA
51626,2014-10-01,NA,1,12,52,WA
51626,2014-10-01,NA,1,13,37,WA
51626,2014-10-01,NA,1,14,48,WA
51626,2014-10-01,NA,1,15,36,WA
51626,2014-10-01,NA,1,16,48,WA
51626,2014-10-01,NA,1,17,54,WA
51626,2014-10-01,NA,1,18,37,WA
51626,2014-10-01,NA,1,19,11,WA
51626,2014-10-01,NA,1,20,5,WA
51626,2014-10-01,NA,1,21,6,WA
51626,2014-10-01,NA,1,22,1,WA
51626,2014-10-02,NA,1,0,1,WA
51626,2014-10-02,NA,1,4,1,WA
51626,2014-10-02,NA,1,5,9,WA
51626,2014-10-02,NA,1,6,19,WA
51626,2014-10-02,NA,1,7,46,WA
51626,2014-10-02,NA,1,8,51,WA
51626,2014-10-02,NA,1,9,82,WA
51626,2014-10-02,NA,1,10,78,WA
51626,2014-10-02,NA,1,11,41,WA
51626,2014-10-02,NA,1,12,39,WA
51626,2014-10-02,NA,1,13,46,WA
51626,2014-10-02,NA,1,14,38,WA
51626,2014-10-02,NA,1,15,21,WA
51626,2014-10-02,NA,1,16,17,WA
51626,2014-10-02,NA,1,17,35,WA
51626,2014-10-02,NA,1,18,13,WA
51626,2014-10-02,NA,1,19,3,WA
51626,2014-10-02,NA,1,20,6,WA
51626,2014-10-02,NA,1,21,2,WA
51626,2014-10-02,NA,1,22,3,WA
51626,2014-10-03,NA,1,0,1,WA
51626,2014-10-03,NA,1,5,4,WA
51626,2014-10-03,NA,1,6,27,WA
51626,2014-10-03,NA,1,7,44,WA
51626,2014-10-03,NA,1,8,40,WA
51626,2014-10-03,NA,1,9,64,WA
51626,2014-10-03,NA,1,10,77,WA
51626,2014-10-03,NA,1,11,59,WA
51626,2014-10-03,NA,1,12,42,WA
51626,2014-10-03,NA,1,13,41,WA
51626,2014-10-03,NA,1,14,33,WA
51626,2014-10-03,NA,1,15,42,WA
51626,2014-10-03,NA,1,16,55,WA
51626,2014-10-03,NA,1,17,70,WA
51626,2014-10-03,NA,1,18,29,WA
51626,2014-10-03,NA,1,19,2,WA
51626,2014-10-03,NA,1,20,2,WA
51626,2014-10-03,NA,1,21,1,WA
51626,2014-10-03,NA,1,22,1,WA
51626,2014-10-04,NA,1,3,1,WA
51626,2014-10-04,NA,1,5,5,WA
51626,2014-10-04,NA,1,6,25,WA
51626,2014-10-04,NA,1,7,72,WA
51626,2014-10-04,NA,1,8,89,WA
51626,2014-10-04,NA,1,9,105,WA
