siteid,date,pub_hol,sch_hol,hr,nobs,state
51468,2014-04-27,NA,1,7,3,WA
51468,2014-04-27,NA,1,8,7,WA
51468,2014-04-27,NA,1,9,9,WA
51468,2014-04-27,NA,1,10,4,WA
51468,2014-04-27,NA,1,11,4,WA
51468,2014-04-27,NA,1,12,1,WA
51468,2014-04-27,NA,1,13,3,WA
51468,2014-04-27,NA,1,14,1,WA
51468,2014-04-27,NA,1,15,1,WA
51468,2014-04-27,NA,1,17,1,WA
51468,2014-04-27,NA,1,20,2,WA
51468,2014-04-27,NA,1,21,1,WA
51468,2014-04-27,NA,1,22,3,WA
51468,2014-04-27,NA,1,23,1,WA
51468,2014-04-28,NA,NA,4,1,WA
51468,2014-04-28,NA,NA,5,13,WA
51468,2014-04-28,NA,NA,6,47,WA
51468,2014-04-28,NA,NA,7,90,WA
51468,2014-04-28,NA,NA,8,66,WA
51468,2014-04-28,NA,NA,9,27,WA
51468,2014-04-28,NA,NA,10,26,WA
51468,2014-04-28,NA,NA,11,17,WA
51468,2014-04-28,NA,NA,12,21,WA
51468,2014-04-28,NA,NA,13,27,WA
51468,2014-04-28,NA,NA,14,20,WA
51468,2014-04-28,NA,NA,15,21,WA
51468,2014-04-28,NA,NA,16,71,WA
51468,2014-04-28,NA,NA,17,110,WA
51468,2014-04-28,NA,NA,18,58,WA
51468,2014-04-28,NA,NA,19,14,WA
51468,2014-04-28,NA,NA,20,6,WA
51468,2014-04-28,NA,NA,21,6,WA
51468,2014-04-28,NA,NA,22,3,WA
51468,2014-04-28,NA,NA,23,2,WA
51468,2014-04-29,NA,NA,0,2,WA
51468,2014-04-29,NA,NA,4,2,WA
51468,2014-04-29,NA,NA,5,23,WA
51468,2014-04-29,NA,NA,6,88,WA
51468,2014-04-29,NA,NA,7,136,WA
51468,2014-04-29,NA,NA,8,100,WA
51468,2014-04-29,NA,NA,9,37,WA
51468,2014-04-29,NA,NA,10,48,WA
51468,2014-04-29,NA,NA,11,42,WA
51468,2014-04-29,NA,NA,12,26,WA
51468,2014-04-29,NA,NA,13,19,WA
51468,2014-04-29,NA,NA,14,22,WA
51468,2014-04-29,NA,NA,15,39,WA
51468,2014-04-29,NA,NA,16,107,WA
51468,2014-04-29,NA,NA,17,157,WA
51468,2014-04-29,NA,NA,18,69,WA
51468,2014-04-29,NA,NA,19,20,WA
51468,2014-04-29,NA,NA,20,11,WA
51468,2014-04-29,NA,NA,21,15,WA
51468,2014-04-29,NA,NA,22,2,WA
51468,2014-04-29,NA,NA,23,5,WA
51468,2014-04-30,NA,NA,0,1,WA
51468,2014-04-30,NA,NA,1,1,WA
51468,2014-04-30,NA,NA,4,1,WA
51468,2014-04-30,NA,NA,5,18,WA
51468,2014-04-30,NA,NA,6,74,WA
51468,2014-04-30,NA,NA,7,125,WA
51468,2014-04-30,NA,NA,8,90,WA
51468,2014-04-30,NA,NA,9,58,WA
51468,2014-04-30,NA,NA,10,54,WA
51468,2014-04-30,NA,NA,11,52,WA
51468,2014-04-30,NA,NA,12,29,WA
51468,2014-04-30,NA,NA,13,19,WA
51468,2014-04-30,NA,NA,14,32,WA
51468,2014-04-30,NA,NA,15,41,WA
51468,2014-04-30,NA,NA,16,94,WA
51468,2014-04-30,NA,NA,17,140,WA
51468,2014-04-30,NA,NA,18,68,WA
51468,2014-04-30,NA,NA,19,13,WA
51468,2014-04-30,NA,NA,20,24,WA
51468,2014-04-30,NA,NA,21,9,WA
51468,2014-04-30,NA,NA,22,2,WA
51468,2014-05-01,NA,NA,0,1,WA
51468,2014-05-01,NA,NA,3,1,WA
51468,2014-05-01,NA,NA,4,1,WA
51468,2014-05-01,NA,NA,5,15,WA
51468,2014-05-01,NA,NA,6,72,WA
51468,2014-05-01,NA,NA,7,120,WA
51468,2014-05-01,NA,NA,8,112,WA
51468,2014-05-01,NA,NA,9,71,WA
51468,2014-05-01,NA,NA,10,64,WA
51468,2014-05-01,NA,NA,11,31,WA
51468,2014-05-01,NA,NA,12,24,WA
51468,2014-05-01,NA,NA,13,29,WA
51468,2014-05-01,NA,NA,14,20,WA
51468,2014-05-01,NA,NA,15,41,WA
51468,2014-05-01,NA,NA,16,86,WA
51468,2014-05-01,NA,NA,17,152,WA
51468,2014-05-01,NA,NA,18,62,WA
51468,2014-05-01,NA,NA,19,13,WA
51468,2014-05-01,NA,NA,20,10,WA
51468,2014-05-01,NA,NA,21,5,WA
51468,2014-05-01,NA,NA,22,1,WA
51468,2014-05-01,NA,NA,23,2,WA
51468,2014-05-02,NA,NA,0,1,WA
51468,2014-05-02,NA,NA,4,1,WA
51468,2014-05-02,NA,NA,5,12,WA
51468,2014-05-02,NA,NA,6,59,WA
51468,2014-05-02,NA,NA,7,85,WA
51468,2014-05-02,NA,NA,8,89,WA
51468,2014-05-02,NA,NA,9,41,WA
51468,2014-05-02,NA,NA,10,38,WA
51468,2014-05-02,NA,NA,11,47,WA
51468,2014-05-02,NA,NA,12,43,WA
51468,2014-05-02,NA,NA,13,36,WA
51468,2014-05-02,NA,NA,14,51,WA
51468,2014-05-02,NA,NA,15,49,WA
51468,2014-05-02,NA,NA,16,83,WA
51468,2014-05-02,NA,NA,17,95,WA
51468,2014-05-02,NA,NA,18,45,WA
51468,2014-05-02,NA,NA,19,11,WA
51468,2014-05-02,NA,NA,20,7,WA
51468,2014-05-02,NA,NA,21,6,WA
51468,2014-05-02,NA,NA,22,3,WA
51468,2014-05-02,NA,NA,23,5,WA
51468,2014-05-03,NA,NA,0,2,WA
51468,2014-05-03,NA,NA,1,2,WA
51468,2014-05-03,NA,NA,5,4,WA
51468,2014-05-03,NA,NA,6,32,WA
51468,2014-05-03,NA,NA,7,71,WA
51468,2014-05-03,NA,NA,8,116,WA
51468,2014-05-03,NA,NA,9,107,WA
51468,2014-05-03,NA,NA,10,114,WA
51468,2014-05-03,NA,NA,11,111,WA
51468,2014-05-03,NA,NA,12,85,WA
51468,2014-05-03,NA,NA,13,65,WA
51468,2014-05-03,NA,NA,14,74,WA
51468,2014-05-03,NA,NA,15,92,WA
51468,2014-05-03,NA,NA,16,82,WA
51468,2014-05-03,NA,NA,17,46,WA
51468,2014-05-03,NA,NA,18,20,WA
51468,2014-05-03,NA,NA,19,5,WA
51468,2014-05-03,NA,NA,21,7,WA
51468,2014-05-03,NA,NA,22,2,WA
51468,2014-05-03,NA,NA,23,6,WA
51468,2014-05-04,NA,NA,0,3,WA
51468,2014-05-04,NA,NA,1,2,WA
51468,2014-05-04,NA,NA,4,1,WA
51468,2014-05-04,NA,NA,5,1,WA
