siteid,date,pub_hol,sch_hol,hr,nobs,state
6596,2014-12-24,NA,1,14,26,Vic
6596,2014-12-24,NA,1,15,111,Vic
6596,2014-12-24,NA,1,16,99,Vic
6596,2014-12-24,NA,1,17,72,Vic
6596,2014-12-24,NA,1,18,54,Vic
6596,2014-12-24,NA,1,19,45,Vic
6596,2014-12-24,NA,1,20,21,Vic
6596,2014-12-24,NA,1,21,16,Vic
6596,2014-12-24,NA,1,22,6,Vic
6596,2014-12-24,NA,1,23,5,Vic
6596,2014-12-25,NA,1,0,1,Vic
6596,2014-12-25,NA,1,1,3,Vic
6596,2014-12-25,NA,1,2,2,Vic
6596,2014-12-25,NA,1,3,2,Vic
6596,2014-12-25,NA,1,5,3,Vic
6596,2014-12-25,NA,1,6,11,Vic
6596,2014-12-25,NA,1,7,56,Vic
6596,2014-12-25,NA,1,8,56,Vic
6596,2014-12-25,NA,1,9,101,Vic
6596,2014-12-25,NA,1,10,138,Vic
6596,2014-12-25,NA,1,11,166,Vic
6596,2014-12-25,NA,1,12,159,Vic
6596,2014-12-25,NA,1,13,115,Vic
6596,2014-12-25,NA,1,14,91,Vic
6596,2014-12-25,NA,1,15,75,Vic
6596,2014-12-25,NA,1,16,95,Vic
6596,2014-12-25,NA,1,17,74,Vic
6596,2014-12-25,NA,1,18,64,Vic
6596,2014-12-25,NA,1,19,45,Vic
6596,2014-12-25,NA,1,20,35,Vic
6596,2014-12-25,NA,1,21,4,Vic
6596,2014-12-25,NA,1,22,2,Vic
6596,2014-12-25,NA,1,23,1,Vic
6596,2014-12-26,NA,1,0,1,Vic
6596,2014-12-26,NA,1,5,1,Vic
6596,2014-12-26,NA,1,6,7,Vic
6596,2014-12-26,NA,1,7,15,Vic
6596,2014-12-26,NA,1,8,38,Vic
6596,2014-12-26,NA,1,9,91,Vic
6596,2014-12-26,NA,1,10,143,Vic
6596,2014-12-26,NA,1,11,73,Vic
6596,2014-12-26,NA,1,12,113,Vic
6596,2014-12-26,NA,1,13,77,Vic
6596,2014-12-26,NA,1,14,103,Vic
6596,2014-12-26,NA,1,15,97,Vic
6596,2014-12-26,NA,1,16,128,Vic
6596,2014-12-26,NA,1,17,90,Vic
6596,2014-12-26,NA,1,18,105,Vic
6596,2014-12-26,NA,1,19,70,Vic
6596,2014-12-26,NA,1,20,41,Vic
6596,2014-12-26,NA,1,21,8,Vic
6596,2014-12-26,NA,1,22,6,Vic
6596,2014-12-26,NA,1,23,2,Vic
6596,2014-12-27,NA,1,0,3,Vic
6596,2014-12-27,NA,1,1,3,Vic
6596,2014-12-27,NA,1,2,2,Vic
6596,2014-12-27,NA,1,5,2,Vic
6596,2014-12-27,NA,1,6,18,Vic
6596,2014-12-27,NA,1,7,61,Vic
6596,2014-12-27,NA,1,8,131,Vic
6596,2014-12-27,NA,1,9,171,Vic
6596,2014-12-27,NA,1,10,224,Vic
6596,2014-12-27,NA,1,11,208,Vic
6596,2014-12-27,NA,1,12,250,Vic
6596,2014-12-27,NA,1,13,268,Vic
6596,2014-12-27,NA,1,14,240,Vic
6596,2014-12-27,NA,1,15,229,Vic
6596,2014-12-27,NA,1,16,239,Vic
