siteid,date,pub_hol,sch_hol,hr,nobs,state
8022,2008-02-13,NA,NA,4,1,WA
8022,2008-02-13,NA,NA,5,23,WA
8022,2008-02-13,NA,NA,6,148,WA
8022,2008-02-13,NA,NA,7,294,WA
8022,2008-02-13,NA,NA,8,186,WA
8022,2008-02-13,NA,NA,9,52,WA
8022,2008-02-13,NA,NA,10,26,WA
8022,2008-02-13,NA,NA,11,23,WA
8022,2008-02-13,NA,NA,12,13,WA
8022,2008-02-13,NA,NA,13,10,WA
8022,2008-02-13,NA,NA,14,21,WA
8022,2008-02-13,NA,NA,15,33,WA
8022,2008-02-13,NA,NA,16,108,WA
8022,2008-02-13,NA,NA,17,282,WA
8022,2008-02-13,NA,NA,18,131,WA
8022,2008-02-13,NA,NA,19,60,WA
8022,2008-02-13,NA,NA,20,24,WA
8022,2008-02-13,NA,NA,21,16,WA
8022,2008-02-13,NA,NA,22,4,WA
8022,2008-02-13,NA,NA,23,4,WA
8022,2008-02-14,NA,NA,0,3,WA
8022,2008-02-14,NA,NA,4,1,WA
8022,2008-02-14,NA,NA,5,56,WA
8022,2008-02-14,NA,NA,6,144,WA
8022,2008-02-14,NA,NA,7,334,WA
8022,2008-02-14,NA,NA,8,196,WA
8022,2008-02-14,NA,NA,9,63,WA
8022,2008-02-14,NA,NA,10,27,WA
8022,2008-02-14,NA,NA,11,17,WA
8022,2008-02-14,NA,NA,12,7,WA
8022,2008-02-14,NA,NA,13,8,WA
8022,2008-02-14,NA,NA,14,9,WA
8022,2008-02-14,NA,NA,15,29,WA
8022,2008-02-14,NA,NA,16,127,WA
8022,2008-02-14,NA,NA,17,244,WA
8022,2008-02-14,NA,NA,18,117,WA
8022,2008-02-14,NA,NA,19,50,WA
8022,2008-02-14,NA,NA,20,12,WA
8022,2008-02-14,NA,NA,21,10,WA
8022,2008-02-14,NA,NA,22,3,WA
8022,2008-02-14,NA,NA,23,2,WA
8022,2008-02-15,NA,NA,1,1,WA
8022,2008-02-15,NA,NA,2,1,WA
8022,2008-02-15,NA,NA,3,2,WA
8022,2008-02-15,NA,NA,4,2,WA
8022,2008-02-15,NA,NA,5,25,WA
8022,2008-02-15,NA,NA,6,111,WA
8022,2008-02-15,NA,NA,7,238,WA
8022,2008-02-15,NA,NA,8,176,WA
8022,2008-02-15,NA,NA,9,38,WA
8022,2008-02-15,NA,NA,10,36,WA
8022,2008-02-15,NA,NA,11,20,WA
8022,2008-02-15,NA,NA,12,27,WA
8022,2008-02-15,NA,NA,13,18,WA
8022,2008-02-15,NA,NA,14,17,WA
8022,2008-02-15,NA,NA,15,37,WA
8022,2008-02-15,NA,NA,16,119,WA
8022,2008-02-15,NA,NA,17,187,WA
8022,2008-02-15,NA,NA,18,98,WA
8022,2008-02-15,NA,NA,19,34,WA
8022,2008-02-15,NA,NA,20,7,WA
8022,2008-02-15,NA,NA,21,3,WA
