siteid,date,pub_hol,sch_hol,hr,nobs,state
51464,2014-01-01,1,1,0,3,WA
51464,2014-01-01,1,1,1,4,WA
51464,2014-01-01,1,1,2,1,WA
51464,2014-01-01,1,1,3,1,WA
51464,2014-01-01,1,1,4,1,WA
51464,2014-01-01,1,1,5,5,WA
51464,2014-01-01,1,1,6,4,WA
51464,2014-01-01,1,1,7,17,WA
51464,2014-01-01,1,1,8,10,WA
51464,2014-01-01,1,1,9,13,WA
51464,2014-01-01,1,1,10,20,WA
51464,2014-01-01,1,1,11,8,WA
51464,2014-01-01,1,1,12,17,WA
51464,2014-01-01,1,1,13,20,WA
51464,2014-01-01,1,1,14,6,WA
51464,2014-01-01,1,1,15,19,WA
51464,2014-01-01,1,1,16,15,WA
51464,2014-01-01,1,1,17,15,WA
51464,2014-01-01,1,1,18,8,WA
51464,2014-01-01,1,1,19,5,WA
51464,2014-01-01,1,1,20,1,WA
51464,2014-01-01,1,1,21,5,WA
51464,2014-01-01,1,1,22,3,WA
51464,2014-01-01,1,1,23,2,WA
51464,2014-01-02,NA,1,0,1,WA
51464,2014-01-02,NA,1,3,1,WA
51464,2014-01-02,NA,1,5,9,WA
51464,2014-01-02,NA,1,6,38,WA
51464,2014-01-02,NA,1,7,89,WA
51464,2014-01-02,NA,1,8,71,WA
51464,2014-01-02,NA,1,9,30,WA
51464,2014-01-02,NA,1,10,15,WA
51464,2014-01-02,NA,1,11,15,WA
51464,2014-01-02,NA,1,12,13,WA
51464,2014-01-02,NA,1,13,9,WA
51464,2014-01-02,NA,1,14,16,WA
51464,2014-01-02,NA,1,15,37,WA
51464,2014-01-02,NA,1,16,87,WA
51464,2014-01-02,NA,1,17,92,WA
51464,2014-01-02,NA,1,18,33,WA
51464,2014-01-02,NA,1,19,9,WA
51464,2014-01-02,NA,1,20,3,WA
51464,2014-01-02,NA,1,21,5,WA
51464,2014-01-02,NA,1,22,3,WA
51464,2014-01-02,NA,1,23,3,WA
51464,2014-01-03,NA,1,3,1,WA
51464,2014-01-03,NA,1,5,2,WA
51464,2014-01-03,NA,1,6,37,WA
51464,2014-01-03,NA,1,7,71,WA
51464,2014-01-03,NA,1,8,82,WA
51464,2014-01-03,NA,1,9,35,WA
51464,2014-01-03,NA,1,10,15,WA
51464,2014-01-03,NA,1,11,15,WA
51464,2014-01-03,NA,1,12,12,WA
51464,2014-01-03,NA,1,13,19,WA
51464,2014-01-03,NA,1,14,24,WA
51464,2014-01-03,NA,1,15,35,WA
51464,2014-01-03,NA,1,16,63,WA
51464,2014-01-03,NA,1,17,70,WA
51464,2014-01-03,NA,1,18,21,WA
51464,2014-01-03,NA,1,19,9,WA
51464,2014-01-03,NA,1,20,6,WA
51464,2014-01-03,NA,1,21,9,WA
51464,2014-01-03,NA,1,22,4,WA
51464,2014-01-03,NA,1,23,5,WA
51464,2014-01-04,NA,1,0,1,WA
51464,2014-01-04,NA,1,2,1,WA
51464,2014-01-04,NA,1,3,1,WA
51464,2014-01-04,NA,1,4,1,WA
51464,2014-01-04,NA,1,5,5,WA
51464,2014-01-04,NA,1,6,21,WA
51464,2014-01-04,NA,1,7,15,WA
51464,2014-01-04,NA,1,8,33,WA
51464,2014-01-04,NA,1,9,54,WA
51464,2014-01-04,NA,1,10,37,WA
51464,2014-01-04,NA,1,11,18,WA
51464,2014-01-04,NA,1,12,14,WA
51464,2014-01-04,NA,1,13,15,WA
51464,2014-01-04,NA,1,14,16,WA
51464,2014-01-04,NA,1,15,11,WA
51464,2014-01-04,NA,1,16,16,WA
51464,2014-01-04,NA,1,17,16,WA
51464,2014-01-04,NA,1,18,13,WA
51464,2014-01-04,NA,1,19,5,WA
51464,2014-01-04,NA,1,20,6,WA
51464,2014-01-04,NA,1,21,2,WA
51464,2014-01-04,NA,1,22,4,WA
51464,2014-01-04,NA,1,23,2,WA
51464,2014-01-05,NA,1,0,2,WA
51464,2014-01-05,NA,1,1,1,WA
51464,2014-01-05,NA,1,4,2,WA
51464,2014-01-05,NA,1,5,3,WA
51464,2014-01-05,NA,1,6,24,WA
51464,2014-01-05,NA,1,7,17,WA
51464,2014-01-05,NA,1,8,26,WA
51464,2014-01-05,NA,1,9,23,WA
51464,2014-01-05,NA,1,10,12,WA
51464,2014-01-05,NA,1,11,18,WA
51464,2014-01-05,NA,1,12,14,WA
51464,2014-01-05,NA,1,13,19,WA
51464,2014-01-05,NA,1,14,8,WA
51464,2014-01-05,NA,1,15,11,WA
51464,2014-01-05,NA,1,16,14,WA
51464,2014-01-05,NA,1,17,17,WA
51464,2014-01-05,NA,1,18,10,WA
51464,2014-01-05,NA,1,19,8,WA
51464,2014-01-05,NA,1,20,3,WA
51464,2014-01-05,NA,1,21,1,WA
51464,2014-01-05,NA,1,22,2,WA
51464,2014-01-06,NA,1,0,1,WA
51464,2014-01-06,NA,1,2,1,WA
51464,2014-01-06,NA,1,4,1,WA
51464,2014-01-06,NA,1,5,18,WA
51464,2014-01-06,NA,1,6,59,WA
51464,2014-01-06,NA,1,7,179,WA
51464,2014-01-06,NA,1,8,118,WA
51464,2014-01-06,NA,1,9,20,WA
51464,2014-01-06,NA,1,10,7,WA
51464,2014-01-06,NA,1,11,8,WA
51464,2014-01-06,NA,1,12,11,WA
51464,2014-01-06,NA,1,13,6,WA
